location,date,people_vaccinated_per_hundred
Namibia,4/24/21,0.46
Cote d'Ivoire,4/24/21,0.42
Low income,4/24/21,0.3
Vietnam,4/24/21,0.2
Taiwan,4/24/21,0.18
Isle of Man,4/23/21,62.54
Seychelles,4/23/21,62.07
Bhutan,4/23/21,61.28
Israel,4/23/21,57.14
Wales,4/23/21,55.46
Maldives,4/23/21,55.37
San Marino,4/23/21,51.55
Scotland,4/23/21,50.58
England,4/23/21,49.7
United Kingdom,4/23/21,49.66
Northern Ireland,4/23/21,47.41
Aruba,4/23/21,45.15
United States,4/23/21,44.01
Bahrain,4/23/21,43.94
Chile,4/23/21,40.59
Malta,4/23/21,39.18
Hungary,4/23/21,35.88
Curacao,4/23/21,33.84
Uruguay,4/23/21,33.13
North America,4/23/21,28.65
Serbia,4/23/21,27.65
Canada,4/23/21,27.62
Singapore,4/23/21,25.89
Barbados,4/23/21,25.52
High income,4/23/21,25.43
Belgium,4/23/21,23.49
Estonia,4/23/21,23.31
Germany,4/23/21,23.12
Austria,4/23/21,23.11
Lithuania,4/23/21,22.94
Norway,4/23/21,22.94
Portugal,4/23/21,22.21
Spain,4/23/21,21.88
France,4/23/21,21.04
European Union,4/23/21,20.96
Italy,4/23/21,20.9
Ireland,4/23/21,20.69
Liechtenstein,4/23/21,20.15
Luxembourg,4/23/21,19.85
Cyprus,4/23/21,19.65
Europe,4/23/21,19.46
Slovenia,4/23/21,19.4
Netherlands,4/23/21,19.33
Denmark,4/23/21,19.23
Mongolia,4/23/21,19.16
Greece,4/23/21,18.98
Poland,4/23/21,18.88
Czechia,4/23/21,17.9
Switzerland,4/23/21,17.84
Northern Cyprus,4/23/21,15.84
Croatia,4/23/21,15.18
Turkey,4/23/21,15.16
Greenland,4/23/21,15.15
Romania,4/23/21,14.82
Argentina,4/23/21,14.34
Guyana,4/23/21,13.83
Brazil,4/23/21,13.37
Morocco,4/23/21,12.61
Latvia,4/23/21,12
South America,4/23/21,11.48
Hong Kong,4/23/21,10.77
El Salvador,4/23/21,10.64
Belize,4/23/21,9.7
Grenada,4/23/21,9.66
Mexico,4/23/21,9.38
Azerbaijan,4/23/21,8.94
Macao,4/23/21,8.37
Bulgaria,4/23/21,8.21
Cambodia,4/23/21,7.65
Russia,4/23/21,7.6
World,4/23/21,7.03
Nepal,4/23/21,6.51
Australia,4/23/21,6.43
Montenegro,4/23/21,6.26
Colombia,4/23/21,5.71
Ecuador,4/23/21,5.36
Lower middle income,4/23/21,4.48
Oceania,4/23/21,4.4
South Korea,4/23/21,4.37
Indonesia,4/23/21,4.21
Asia,4/23/21,3.79
Bolivia,4/23/21,3.74
Upper middle income,4/23/21,3.43
Moldova,4/23/21,3.32
Palestine,4/23/21,3.24
New Zealand,4/23/21,3.2
Eswatini,4/23/21,2.79
Myanmar,4/23/21,2.77
Peru,4/23/21,2.61
Belarus,4/23/21,2.56
Malaysia,4/23/21,2.33
Senegal,4/23/21,2.28
Tunisia,4/23/21,1.91
Zimbabwe,4/23/21,1.88
Trinidad and Tobago,4/23/21,1.81
Botswana,4/23/21,1.79
Japan,4/23/21,1.66
Paraguay,4/23/21,1.33
Ukraine,4/23/21,1.32
Thailand,4/23/21,1.3
Angola,4/23/21,1.28
Kosovo,4/23/21,1.24
Georgia,4/23/21,0.93
Guatemala,4/23/21,0.92
Africa,4/23/21,0.87
Iraq,4/23/21,0.67
Nigeria,4/23/21,0.53
Cote d'Ivoire,4/23/21,0.4
Namibia,4/23/21,0.37
Low income,4/23/21,0.3
Sudan,4/23/21,0.3
Gabon,4/23/21,0.29
Taiwan,4/23/21,0.18
Vietnam,4/23/21,0.18
Gibraltar,4/22/21,110.09
Isle of Man,4/22/21,62
Bhutan,4/22/21,61.26
Israel,4/22/21,57.11
Maldives,4/22/21,55.16
Wales,4/22/21,54.96
Scotland,4/22/21,50.46
England,4/22/21,49.51
United Kingdom,4/22/21,49.46
San Marino,4/22/21,48.93
Northern Ireland,4/22/21,47.09
Bahrain,4/22/21,43.65
United States,4/22/21,43.6
Aruba,4/22/21,42.36
Chile,4/22/21,40.39
Anguilla,4/22/21,38.51
Malta,4/22/21,38.43
Hungary,4/22/21,35.2
Monaco,4/22/21,34.96
Uruguay,4/22/21,32.78
Curacao,4/22/21,32.6
Antigua and Barbuda,4/22/21,31.73
North America,4/22/21,28.33
Serbia,4/22/21,27.54
Canada,4/22/21,26.72
Singapore,4/22/21,25.45
Barbados,4/22/21,25.44
Dominica,4/22/21,25.07
High income,4/22/21,25.01
Belgium,4/22/21,22.93
Estonia,4/22/21,22.88
Norway,4/22/21,22.59
Germany,4/22/21,22.55
Austria,4/22/21,22.46
Lithuania,4/22/21,22.34
Iceland,4/22/21,21.65
Spain,4/22/21,21.33
France,4/22/21,20.61
Italy,4/22/21,20.43
European Union,4/22/21,20.35
Ireland,4/22/21,20.21
Liechtenstein,4/22/21,19.48
Luxembourg,4/22/21,19.42
Faeroe Islands,4/22/21,19.36
Mongolia,4/22/21,19.1
Europe,4/22/21,19.01
Slovenia,4/22/21,18.88
Denmark,4/22/21,18.86
Greece,4/22/21,18.53
Poland,4/22/21,18.34
Czechia,4/22/21,17.42
Switzerland,4/22/21,17.31
Turkey,4/22/21,14.99
Croatia,4/22/21,14.74
Romania,4/22/21,14.51
Greenland,4/22/21,14.4
Argentina,4/22/21,13.94
Brazil,4/22/21,12.95
Morocco,4/22/21,12.57
Latvia,4/22/21,11.52
South America,4/22/21,11.18
Hong Kong,4/22/21,10.54
El Salvador,4/22/21,9.98
Belize,4/22/21,9.42
Grenada,4/22/21,9.39
Mexico,4/22/21,9.26
Azerbaijan,4/22/21,8.86
Macao,4/22/21,8.19
Bulgaria,4/22/21,8.06
India,4/22/21,8.01
Cambodia,4/22/21,7.64
Russia,4/22/21,7.45
World,4/22/21,6.92
Nepal,4/22/21,6.48
Montenegro,4/22/21,6.24
Australia,4/22/21,6.22
Suriname,4/22/21,5.79
Colombia,4/22/21,5.6
Ecuador,4/22/21,5.08
Lower middle income,4/22/21,4.45
Oceania,4/22/21,4.26
Kazakhstan,4/22/21,4.25
Indonesia,4/22/21,4.15
South Korea,4/22/21,4.06
Asia,4/22/21,3.76
Bolivia,4/22/21,3.53
Bangladesh,4/22/21,3.38
Upper middle income,4/22/21,3.34
Palestine,4/22/21,3.19
New Zealand,4/22/21,3.04
Moldova,4/22/21,3.01
Equatorial Guinea,4/22/21,2.83
Eswatini,4/22/21,2.77
Brunei,4/22/21,2.56
Peru,4/22/21,2.54
Malaysia,4/22/21,2.3
Senegal,4/22/21,2.27
North Macedonia,4/22/21,2.15
Tunisia,4/22/21,1.83
Trinidad and Tobago,4/22/21,1.57
Japan,4/22/21,1.5
Laos,4/22/21,1.46
Malawi,4/22/21,1.31
Paraguay,4/22/21,1.31
Ukraine,4/22/21,1.28
Thailand,4/22/21,1.16
Guatemala,4/22/21,0.91
Georgia,4/22/21,0.89
Africa,4/22/21,0.86
Guinea,4/22/21,0.63
Iran,4/22/21,0.59
Afghanistan,4/22/21,0.58
Nigeria,4/22/21,0.53
Cote d'Ivoire,4/22/21,0.39
Low income,4/22/21,0.3
Namibia,4/22/21,0.28
Taiwan,4/22/21,0.16
Vietnam,4/22/21,0.13
Zambia,4/22/21,0.06
Gibraltar,4/21/21,109.9
Bhutan,4/21/21,61.26
Isle of Man,4/21/21,61.02
Israel,4/21/21,57.05
Maldives,4/21/21,54.82
Wales,4/21/21,54.49
Cayman Islands,4/21/21,50.62
Scotland,4/21/21,50.41
England,4/21/21,49.32
United Kingdom,4/21/21,49.26
Northern Ireland,4/21/21,46.61
San Marino,4/21/21,46.37
Bahrain,4/21/21,43.3
United States,4/21/21,43.17
Aruba,4/21/21,41.73
Chile,4/21/21,40.1
Malta,4/21/21,37.85
Hungary,4/21/21,34.31
Uruguay,4/21/21,32.51
Curacao,4/21/21,31.3
Montserrat,4/21/21,29.3
North America,4/21/21,27.97
Serbia,4/21/21,27.2
Canada,4/21/21,25.81
Barbados,4/21/21,25.33
Singapore,4/21/21,25.01
Saint Kitts and Nevis,4/21/21,24.85
High income,4/21/21,24.64
Estonia,4/21/21,22.26
Belgium,4/21/21,22.15
Germany,4/21/21,21.87
Austria,4/21/21,21.78
Lithuania,4/21/21,21.76
Norway,4/21/21,21.64
Spain,4/21/21,20.79
France,4/21/21,20.18
Italy,4/21/21,19.98
European Union,4/21/21,19.87
Ireland,4/21/21,19.54
Luxembourg,4/21/21,19.01
Liechtenstein,4/21/21,18.79
Europe,4/21/21,18.64
Slovenia,4/21/21,18.5
Cyprus,4/21/21,18.48
Denmark,4/21/21,18.39
Faeroe Islands,4/21/21,18.15
Greece,4/21/21,18.06
Poland,4/21/21,17.76
Czechia,4/21/21,16.9
Switzerland,4/21/21,16.73
Turkey,4/21/21,14.75
Croatia,4/21/21,14.35
Romania,4/21/21,14.21
Greenland,4/21/21,14.05
Argentina,4/21/21,13.58
Brazil,4/21/21,12.78
Morocco,4/21/21,12.54
Latvia,4/21/21,11.12
South America,4/21/21,11.01
Hong Kong,4/21/21,10.33
Belize,4/21/21,9.15
Mexico,4/21/21,9.12
Azerbaijan,4/21/21,8.77
Macao,4/21/21,8.02
India,4/21/21,7.88
Bulgaria,4/21/21,7.86
Cambodia,4/21/21,7.64
Russia,4/21/21,7.27
World,4/21/21,6.81
Nepal,4/21/21,6.44
Montenegro,4/21/21,6.21
Australia,4/21/21,5.98
Suriname,4/21/21,5.73
Colombia,4/21/21,5.49
Ecuador,4/21/21,4.82
Lower middle income,4/21/21,4.38
Oman,4/21/21,4.34
Oceania,4/21/21,4.11
Indonesia,4/21/21,4.09
Kazakhstan,4/21/21,3.95
South Korea,4/21/21,3.8
Asia,4/21/21,3.7
Bolivia,4/21/21,3.38
Upper middle income,4/21/21,3.28
Palestine,4/21/21,3.19
New Zealand,4/21/21,2.91
Peru,4/21/21,2.51
Brunei,4/21/21,2.39
Malaysia,4/21/21,2.26
North Macedonia,4/21/21,2.06
Zimbabwe,4/21/21,1.81
Tunisia,4/21/21,1.73
Comoros,4/21/21,1.61
Laos,4/21/21,1.44
Kenya,4/21/21,1.39
Trinidad and Tobago,4/21/21,1.39
Japan,4/21/21,1.35
Malawi,4/21/21,1.29
Paraguay,4/21/21,1.29
Ukraine,4/21/21,1.24
Philippines,4/21/21,1.21
Thailand,4/21/21,1.04
Guatemala,4/21/21,0.9
Georgia,4/21/21,0.85
Africa,4/21/21,0.85
Guinea,4/21/21,0.6
Uganda,4/21/21,0.57
Nigeria,4/21/21,0.52
Cote d'Ivoire,4/21/21,0.37
Low income,4/21/21,0.28
Gabon,4/21/21,0.27
Namibia,4/21/21,0.23
Taiwan,4/21/21,0.15
Vietnam,4/21/21,0.11
Zambia,4/21/21,0.04
Bhutan,4/20/21,61.22
Isle of Man,4/20/21,60.24
Israel,4/20/21,56.98
Maldives,4/20/21,54.52
Wales,4/20/21,54.02
United Arab Emirates,4/20/21,53.83
Guernsey,4/20/21,52.06
Cayman Islands,4/20/21,50.37
Scotland,4/20/21,50.36
England,4/20/21,49.16
United Kingdom,4/20/21,49.09
Northern Ireland,4/20/21,46.22
San Marino,4/20/21,43.63
United States,4/20/21,42.75
Bahrain,4/20/21,42.59
Aruba,4/20/21,41.28
Chile,4/20/21,39.94
Malta,4/20/21,37.24
Wallis and Futuna,4/20/21,35.03
Hungary,4/20/21,33.75
Uruguay,4/20/21,32.23
Curacao,4/20/21,30.17
North America,4/20/21,27.66
Barbados,4/20/21,25.26
Canada,4/20/21,25.02
Dominica,4/20/21,24.98
Singapore,4/20/21,24.57
High income,4/20/21,24.27
Estonia,4/20/21,21.94
Belgium,4/20/21,21.4
Lithuania,4/20/21,21.26
Austria,4/20/21,21.18
Germany,4/20/21,21.06
Norway,4/20/21,20.54
Spain,4/20/21,20.16
France,4/20/21,19.81
Italy,4/20/21,19.55
European Union,4/20/21,19.39
Ireland,4/20/21,18.91
Mongolia,4/20/21,18.76
Luxembourg,4/20/21,18.58
Europe,4/20/21,18.29
Slovenia,4/20/21,18.13
Liechtenstein,4/20/21,18.12
Cyprus,4/20/21,18.01
Denmark,4/20/21,18.01
Greece,4/20/21,17.59
Poland,4/20/21,17.23
Czechia,4/20/21,16.45
Switzerland,4/20/21,16.2
Turkey,4/20/21,14.56
Croatia,4/20/21,14.02
Romania,4/20/21,13.88
Argentina,4/20/21,13.23
Greenland,4/20/21,12.76
Brazil,4/20/21,12.63
Morocco,4/20/21,12.51
New Caledonia,4/20/21,11.06
French Polynesia,4/20/21,10.98
South America,4/20/21,10.85
Latvia,4/20/21,10.73
Hong Kong,4/20/21,10.13
Mexico,4/20/21,8.98
Belize,4/20/21,8.88
Azerbaijan,4/20/21,8.68
Macao,4/20/21,7.86
Bulgaria,4/20/21,7.7
Cambodia,4/20/21,7.62
Russia,4/20/21,7.15
World,4/20/21,6.71
Nepal,4/20/21,6.42
Montenegro,4/20/21,6.17
Fiji,4/20/21,6.02
Australia,4/20/21,5.79
Nauru,4/20/21,5.52
Bahamas,4/20/21,5.34
Colombia,4/20/21,5.3
Ecuador,4/20/21,4.52
Lower middle income,4/20/21,4.31
Indonesia,4/20/21,4.03
Oceania,4/20/21,3.98
Lebanon,4/20/21,3.97
Asia,4/20/21,3.63
South Korea,4/20/21,3.54
Bangladesh,4/20/21,3.36
Bolivia,4/20/21,3.27
Upper middle income,4/20/21,3.22
New Zealand,4/20/21,2.78
Eswatini,4/20/21,2.74
Moldova,4/20/21,2.71
Ghana,4/20/21,2.52
Peru,4/20/21,2.48
Equatorial Guinea,4/20/21,2.27
Malaysia,4/20/21,2.21
Brunei,4/20/21,2.2
Tonga,4/20/21,2.14
Zimbabwe,4/20/21,1.69
Tunisia,4/20/21,1.66
Uzbekistan,4/20/21,1.32
Malawi,4/20/21,1.28
Paraguay,4/20/21,1.27
Trinidad and Tobago,4/20/21,1.27
Japan,4/20/21,1.2
Ukraine,4/20/21,1.2
Philippines,4/20/21,1.17
Guatemala,4/20/21,0.89
Africa,4/20/21,0.84
Thailand,4/20/21,0.84
Georgia,4/20/21,0.83
Guinea,4/20/21,0.6
Iran,4/20/21,0.54
Uganda,4/20/21,0.54
Nigeria,4/20/21,0.51
Solomon Islands,4/20/21,0.48
Low income,4/20/21,0.27
Namibia,4/20/21,0.22
Taiwan,4/20/21,0.14
Vietnam,4/20/21,0.11
Zambia,4/20/21,0.02
Papua New Guinea,4/20/21,0.01
Seychelles,4/19/21,62.01
Bhutan,4/19/21,61.2
Isle of Man,4/19/21,59.37
Israel,4/19/21,56.91
Maldives,4/19/21,54.21
Wales,4/19/21,53.6
Scotland,4/19/21,50.31
England,4/19/21,49.01
United Kingdom,4/19/21,48.93
Bermuda,4/19/21,46.87
Northern Ireland,4/19/21,45.85
United States,4/19/21,42.34
Bahrain,4/19/21,41.63
Aruba,4/19/21,40.64
Chile,4/19/21,39.74
Malta,4/19/21,36.58
Hungary,4/19/21,33.28
Uruguay,4/19/21,31.94
Curacao,4/19/21,28.85
North America,4/19/21,27.37
Andorra,4/19/21,27.22
Barbados,4/19/21,25.17
Canada,4/19/21,24.43
Singapore,4/19/21,24.18
High income,4/19/21,23.83
Estonia,4/19/21,21.8
Belgium,4/19/21,20.99
Lithuania,4/19/21,20.87
Austria,4/19/21,20.81
Germany,4/19/21,20.43
Norway,4/19/21,20.17
Spain,4/19/21,19.85
France,4/19/21,19.43
Italy,4/19/21,19.15
European Union,4/19/21,19.01
Iceland,4/19/21,18.9
Luxembourg,4/19/21,18.42
Ireland,4/19/21,18.38
Europe,4/19/21,18
Faeroe Islands,4/19/21,17.98
Slovenia,4/19/21,17.89
Denmark,4/19/21,17.64
Cyprus,4/19/21,17.49
Greece,4/19/21,17.08
Poland,4/19/21,16.81
Liechtenstein,4/19/21,16.74
Czechia,4/19/21,16.04
Switzerland,4/19/21,15.7
Northern Cyprus,4/19/21,15.36
Turkey,4/19/21,14.37
Croatia,4/19/21,13.82
Romania,4/19/21,13.57
Argentina,4/19/21,13
Morocco,4/19/21,12.47
Brazil,4/19/21,12.4
Greenland,4/19/21,11.82
South America,4/19/21,10.67
Latvia,4/19/21,10.44
Hong Kong,4/19/21,9.9
Grenada,4/19/21,9.2
Mexico,4/19/21,8.85
Costa Rica,4/19/21,8.7
Azerbaijan,4/19/21,8.58
India,4/19/21,7.74
Macao,4/19/21,7.69
Cambodia,4/19/21,7.6
Bulgaria,4/19/21,7.59
Russia,4/19/21,6.96
World,4/19/21,6.61
Nepal,4/19/21,6.35
Montenegro,4/19/21,6.13
Australia,4/19/21,5.57
Jordan,4/19/21,5.38
Colombia,4/19/21,5.16
Oman,4/19/21,4.34
Lower middle income,4/19/21,4.29
Ecuador,4/19/21,4.28
Indonesia,4/19/21,3.98
Lebanon,4/19/21,3.88
Oceania,4/19/21,3.81
Asia,4/19/21,3.58
South Korea,4/19/21,3.29
Palestine,4/19/21,3.18
Upper middle income,4/19/21,3.17
Bolivia,4/19/21,3.16
New Zealand,4/19/21,2.66
Eswatini,4/19/21,2.65
Moldova,4/19/21,2.63
Peru,4/19/21,2.45
Malaysia,4/19/21,2.14
Brunei,4/19/21,2.03
North Macedonia,4/19/21,1.98
Tunisia,4/19/21,1.6
Botswana,4/19/21,1.58
Laos,4/19/21,1.41
Malawi,4/19/21,1.26
Paraguay,4/19/21,1.23
Ukraine,4/19/21,1.17
Trinidad and Tobago,4/19/21,1.16
Angola,4/19/21,1.11
Japan,4/19/21,1.08
Guatemala,4/19/21,0.88
Africa,4/19/21,0.83
Georgia,4/19/21,0.81
Thailand,4/19/21,0.8
Guinea,4/19/21,0.6
Uganda,4/19/21,0.52
Nigeria,4/19/21,0.5
Iran,4/19/21,0.47
Low income,4/19/21,0.27
Gabon,4/19/21,0.24
Namibia,4/19/21,0.18
Vietnam,4/19/21,0.08
Zambia,4/19/21,0.01
Gibraltar,4/18/21,109.87
Bhutan,4/18/21,61.16
Isle of Man,4/18/21,58.68
Israel,4/18/21,56.85
Maldives,4/18/21,53.81
Wales,4/18/21,53.39
Scotland,4/18/21,50.27
England,4/18/21,48.86
United Kingdom,4/18/21,48.78
Northern Ireland,4/18/21,45.55
Jersey,4/18/21,44.6
United States,4/18/21,42.01
Bahrain,4/18/21,40.93
San Marino,4/18/21,39.95
Chile,4/18/21,39.52
Aruba,4/18/21,39.3
Malta,4/18/21,35.92
Hungary,4/18/21,32.77
Uruguay,4/18/21,31.71
North America,4/18/21,27.12
Serbia,4/18/21,26.63
Barbados,4/18/21,25.12
Finland,4/18/21,24.64
Singapore,4/18/21,23.88
Canada,4/18/21,23.8
High income,4/18/21,23.51
Estonia,4/18/21,21.7
Lithuania,4/18/21,20.69
Austria,4/18/21,20.51
Belgium,4/18/21,20.5
Norway,4/18/21,20.05
Germany,4/18/21,20.03
Kuwait,4/18/21,19.26
France,4/18/21,19.13
Italy,4/18/21,18.77
European Union,4/18/21,18.56
Slovakia,4/18/21,18.2
Sweden,4/18/21,18.14
Ireland,4/18/21,18.08
Slovenia,4/18/21,17.78
Europe,4/18/21,17.69
Denmark,4/18/21,17.22
Czechia,4/18/21,15.62
Switzerland,4/18/21,15.28
Turkey,4/18/21,14.27
Croatia,4/18/21,13.74
Romania,4/18/21,13.32
Argentina,4/18/21,12.83
Brazil,4/18/21,12.17
South America,4/18/21,10.5
Latvia,4/18/21,10.26
Hong Kong,4/18/21,9.61
Mexico,4/18/21,8.83
Azerbaijan,4/18/21,8.58
Panama,4/18/21,7.65
India,4/18/21,7.58
Macao,4/18/21,7.58
Bulgaria,4/18/21,7.52
Cambodia,4/18/21,7.5
Russia,4/18/21,6.92
World,4/18/21,6.51
Nepal,4/18/21,6.3
Montenegro,4/18/21,6.11
Australia,4/18/21,5.35
Colombia,4/18/21,5.04
Lower middle income,4/18/21,4.21
Ecuador,4/18/21,4.08
Indonesia,4/18/21,3.93
Kazakhstan,4/18/21,3.78
Lebanon,4/18/21,3.73
Oceania,4/18/21,3.67
Asia,4/18/21,3.51
Bangladesh,4/18/21,3.34
Upper middle income,4/18/21,3.12
Bolivia,4/18/21,3.05
South Korea,4/18/21,3.05
Palestine,4/18/21,3.05
New Zealand,4/18/21,2.57
Moldova,4/18/21,2.56
Peru,4/18/21,2.43
Malaysia,4/18/21,2.07
North Macedonia,4/18/21,1.86
Zimbabwe,4/18/21,1.65
Tunisia,4/18/21,1.56
Malawi,4/18/21,1.26
Paraguay,4/18/21,1.2
Ukraine,4/18/21,1.14
Philippines,4/18/21,1.11
Trinidad and Tobago,4/18/21,1.08
Japan,4/18/21,1.01
Kosovo,4/18/21,0.91
Guatemala,4/18/21,0.87
Africa,4/18/21,0.81
Thailand,4/18/21,0.75
Egypt,4/18/21,0.59
Uganda,4/18/21,0.51
Nigeria,4/18/21,0.5
Cote d'Ivoire,4/18/21,0.34
Low income,4/18/21,0.27
Namibia,4/18/21,0.18
Mauritania,4/18/21,0.15
Vietnam,4/18/21,0.08
Zambia,4/18/21,0.01
Democratic Republic of Congo,4/18/21,0
Bhutan,4/17/21,61.15
Isle of Man,4/17/21,57.97
Israel,4/17/21,56.77
Maldives,4/17/21,53.32
Wales,4/17/21,53.16
Scotland,4/17/21,50.21
England,4/17/21,48.73
United Kingdom,4/17/21,48.66
Northern Ireland,4/17/21,45.38
United States,4/17/21,41.85
Bahrain,4/17/21,40.19
Chile,4/17/21,39.51
Aruba,4/17/21,39.24
San Marino,4/17/21,38.43
Malta,4/17/21,35.72
Hungary,4/17/21,32.63
Uruguay,4/17/21,31.24
Antigua and Barbuda,4/17/21,30.54
North America,4/17/21,26.98
Curacao,4/17/21,26.61
Serbia,4/17/21,26.6
Barbados,4/17/21,24.67
Singapore,4/17/21,23.62
High income,4/17/21,23.3
Canada,4/17/21,23.29
Estonia,4/17/21,21.63
Lithuania,4/17/21,20.69
Belgium,4/17/21,20.45
Austria,4/17/21,20.34
Norway,4/17/21,20.03
Germany,4/17/21,19.75
France,4/17/21,19.05
Mongolia,4/17/21,18.66
Italy,4/17/21,18.45
European Union,4/17/21,18.27
Luxembourg,4/17/21,18.24
Ireland,4/17/21,17.95
Slovenia,4/17/21,17.72
Europe,4/17/21,17.49
Denmark,4/17/21,16.98
Greece,4/17/21,16.58
Czechia,4/17/21,15.5
Liechtenstein,4/17/21,15.33
Switzerland,4/17/21,15.22
Turkey,4/17/21,14.24
Croatia,4/17/21,13.71
Romania,4/17/21,13.07
Argentina,4/17/21,12.78
Morocco,4/17/21,12.43
Saint Vincent and the Grenadines,4/17/21,12.28
Brazil,4/17/21,12.11
South America,4/17/21,10.45
Latvia,4/17/21,10.21
Hong Kong,4/17/21,9.31
Mexico,4/17/21,8.78
Azerbaijan,4/17/21,8.49
El Salvador,4/17/21,7.63
Bulgaria,4/17/21,7.51
India,4/17/21,7.51
Cambodia,4/17/21,7.48
Macao,4/17/21,7.42
Russia,4/17/21,6.85
World,4/17/21,6.45
Nepal,4/17/21,6.25
Montenegro,4/17/21,6.05
Australia,4/17/21,5.01
Colombia,4/17/21,4.96
Lower middle income,4/17/21,4.17
Ecuador,4/17/21,4.06
Indonesia,4/17/21,3.92
Lebanon,4/17/21,3.65
Asia,4/17/21,3.47
Oceania,4/17/21,3.47
Upper middle income,4/17/21,3.09
South Korea,4/17/21,3.04
Bolivia,4/17/21,3.03
New Zealand,4/17/21,2.54
Peru,4/17/21,2.35
Senegal,4/17/21,2.2
Malaysia,4/17/21,2.05
Brunei,4/17/21,1.88
Togo,4/17/21,1.81
Zimbabwe,4/17/21,1.62
Paraguay,4/17/21,1.19
Ukraine,4/17/21,1.13
Philippines,4/17/21,1.09
Trinidad and Tobago,4/17/21,1.07
Japan,4/17/21,1
Djibouti,4/17/21,0.91
Guatemala,4/17/21,0.87
Africa,4/17/21,0.77
Georgia,4/17/21,0.74
Thailand,4/17/21,0.73
Lesotho,4/17/21,0.69
Somalia,4/17/21,0.67
Uganda,4/17/21,0.49
Cote d'Ivoire,4/17/21,0.33
Low income,4/17/21,0.27
Namibia,4/17/21,0.18
Taiwan,4/17/21,0.14
Vietnam,4/17/21,0.07
Libya,4/17/21,0.01
Niger,4/17/21,0.01
Bhutan,4/16/21,61.12
Isle of Man,4/16/21,57.52
Israel,4/16/21,56.76
Maldives,4/16/21,53.09
Wales,4/16/21,52.78
Scotland,4/16/21,50.01
Guernsey,4/16/21,49.8
Cayman Islands,4/16/21,49.2
England,4/16/21,48.54
United Kingdom,4/16/21,48.45
Northern Ireland,4/16/21,45.14
United States,4/16/21,41.5
Bahrain,4/16/21,39.82
Chile,4/16/21,39.47
San Marino,4/16/21,38.43
Aruba,4/16/21,37.54
Malta,4/16/21,35.12
Uruguay,4/16/21,30.49
Antigua and Barbuda,4/16/21,30.3
North America,4/16/21,26.71
Serbia,4/16/21,26.5
Curacao,4/16/21,25.06
Barbados,4/16/21,24.31
Singapore,4/16/21,23.33
High income,4/16/21,23.07
Canada,4/16/21,22.69
Estonia,4/16/21,21.53
Lithuania,4/16/21,20.6
Portugal,4/16/21,20.12
Belgium,4/16/21,20
Norway,4/16/21,19.99
Austria,4/16/21,19.93
Germany,4/16/21,19.39
Spain,4/16/21,18.93
Iceland,4/16/21,18.79
France,4/16/21,18.77
Mongolia,4/16/21,18.62
European Union,4/16/21,18.01
Italy,4/16/21,17.98
Ireland,4/16/21,17.93
Slovenia,4/16/21,17.6
Luxembourg,4/16/21,17.59
Europe,4/16/21,17.29
Denmark,4/16/21,16.66
Cyprus,4/16/21,16.22
Netherlands,4/16/21,16.16
Greece,4/16/21,16.09
Czechia,4/16/21,15.34
Liechtenstein,4/16/21,15.33
Switzerland,4/16/21,15.06
Turkey,4/16/21,14.11
Croatia,4/16/21,13.39
Romania,4/16/21,12.79
Argentina,4/16/21,12.7
Morocco,4/16/21,12.24
Brazil,4/16/21,11.99
Greenland,4/16/21,11.1
South America,4/16/21,10.33
Latvia,4/16/21,9.87
Grenada,4/16/21,9.08
Hong Kong,4/16/21,8.97
Mexico,4/16/21,8.68
Belize,4/16/21,8.45
Azerbaijan,4/16/21,8.3
Bulgaria,4/16/21,7.48
Cambodia,4/16/21,7.41
India,4/16/21,7.37
Macao,4/16/21,7.22
El Salvador,4/16/21,7.02
Russia,4/16/21,6.72
World,4/16/21,6.37
Nepal,4/16/21,6.22
Fiji,4/16/21,6.02
Montenegro,4/16/21,5.98
Suriname,4/16/21,5.6
Australia,4/16/21,4.93
Colombia,4/16/21,4.81
Lower middle income,4/16/21,4.09
Indonesia,4/16/21,3.89
Ecuador,4/16/21,3.83
Lebanon,4/16/21,3.64
Asia,4/16/21,3.42
Oceania,4/16/21,3.41
Upper middle income,4/16/21,3.05
Palestine,4/16/21,3.04
Bolivia,4/16/21,2.99
South Korea,4/16/21,2.98
Rwanda,4/16/21,2.54
Moldova,4/16/21,2.51
New Zealand,4/16/21,2.46
Peru,4/16/21,2.26
Senegal,4/16/21,2.19
Malaysia,4/16/21,2.03
North Macedonia,4/16/21,1.84
Brunei,4/16/21,1.72
Equatorial Guinea,4/16/21,1.65
Botswana,4/16/21,1.39
Malawi,4/16/21,1.23
Kenya,4/16/21,1.21
Paraguay,4/16/21,1.18
Ukraine,4/16/21,1.12
Trinidad and Tobago,4/16/21,1.01
Japan,4/16/21,0.99
Guatemala,4/16/21,0.87
Africa,4/16/21,0.75
Thailand,4/16/21,0.73
Georgia,4/16/21,0.71
Guinea,4/16/21,0.59
Nigeria,4/16/21,0.49
Uganda,4/16/21,0.48
Iraq,4/16/21,0.44
Cote d'Ivoire,4/16/21,0.33
Low income,4/16/21,0.24
Gabon,4/16/21,0.22
Namibia,4/16/21,0.16
Taiwan,4/16/21,0.14
Vietnam,4/16/21,0.07
Gibraltar,4/15/21,109.65
Bhutan,4/15/21,61.04
Isle of Man,4/15/21,57.02
